QUOTE;AUTHOR;GENRE
Civilization is a method of living, an attitude of equal respect for all men.;Jane Addams;attitude
Most of us start out with a positive attitude and a plan to do our best.;Marilu Henner;attitude
There are no menial jobs, only menial attitudes.;William J. Brennan, Jr.;attitude
Funny is an attitude.;Flip Wilson;attitude
The biggest challenge is how to affect public attitudes and make people care.;Jim Fowler;attitude
If you don't like something, change it. If you can't change it, change your attitude.;Maya Angelou;attitude
Happiness doesn't depend on any external conditions, it is governed by our mental attitude.;Dale Carnegie;attitude
The only disability in life is a bad attitude.;Scott Hamilton;attitude
The greatest discovery of all time is that a person can change his future by merely changing his attitude.;Oprah Winfrey;attitude
A healthy attitude is contagious but don't wait to catch it from others. Be a carrier.;Tom Stoppard;attitude
Excellence is not a skill. It is an attitude.;Ralph Marston;attitude
Spend some time this weekend on home improvement improve your attitude toward your family.;Bo Bennett;attitude
We awaken in others the same attitude of mind we hold toward them.;Elbert Hubbard;attitude
The last of human freedoms - the ability to chose one's attitude in a given set of circumstances.;Viktor E. Frankl;attitude
Being black is not a matter of pigmentation - being black is a reflection of a mental attitude.;Steven Biko;attitude
People in tough times - it doesn't mean they don't have a great attitude.;Joel Osteen;attitude
A strong positive mental attitude will create more miracles than any wonder drug.;Patricia Neal;attitude
Leadership is practiced not so much in words as in attitude and in actions.;Harold S. Geneen;attitude
Fairness is not an attitude. It's a professional skill that must be developed and exercised.;Brit Hume;attitude
I think whether you're having setbacks or not, the role of a leader is to always display a winning attitude.;Colin Powell;attitude
Sales are contingent upon the attitude of the salesman - not the attitude of the prospect.;W. Clement Stone;attitude
Always keep that happy attitude. Pretend that you are holding a beautiful fragrant bouquet.;Earl Nightingale;attitude
And the attitude of faith is the very opposite of clinging to belief, of holding on.;Alan Watts;attitude
No rational argument will have a rational effect on a man who does not want to adopt a rational attitude.;Karl Popper;attitude
Success or failure in business is caused more by the mental attitude even than by mental capacities.;Walter Scott;attitude
Stiletto, I look at it more as an attitude as opposed to a high-heeled shoe.;Lita Ford;attitude
When you have vision it affects your attitude. Your attitude is optimistic rather than pessimistic.;Charles R. Swindoll;attitude
Solidarity is an attitude of resistance, I suppose, or it should be.;Christopher Hitchens;attitude
Pessimism only describes an attitude, and not facts, and hence is entirely subjective.;Francis Parker Yockey;attitude
My attitude toward men who mess around is simple: If you find 'em, kill 'em.;Loretta Lynn;attitude
You can't study comedy it's within you. It's a personality. My humor is an attitude.;Don Rickles;attitude
I love everybody. One of the great things about me is that I have a very positive attitude.;Imelda Marcos;attitude
Punk was defined by an attitude rather than a musical style.;David Byrne;attitude
I look at Jagger and the like and if I see a good attitude I'll admire it but I wouldn't copy their style.;Michael Hutchence;attitude
My attitude is never to be satisfied, never enough, never.;Duke Ellington;attitude
The purely agitational attitude is not good enough for a detailed consideration of a subject.;Jawaharlal Nehru;attitude
Yes, we're still five little people with a noisy attitude.;Angus Young;attitude
The Dolls were an attitude. If nothing else they were a great attitude.;Johnny Thunders;attitude
I was impressed by Hendrix. His attitude was brilliant. Even the way he walked was amazing.;Ritchie Blackmore;attitude
Surfers have the most attitude.;Shaun White;attitude
The ideal attitude is to be physically loose and mentally tight.;Arthur Ashe;attitude
You may not be able to change a situation, but with humor you can change your attitude about it.;Allen Klein;attitude
What was past was past. I suppose that was the general attitude.;V. S. Naipaul;attitude
Iraq is just a symbol of the attitude of western democracies to the rest of the world.;Harold Pinter;attitude
I don't mean this in a stuck-up way, but I needed an attitude song.;Gwen Stefani;attitude
I don't think it's a good attitude in your life to feel that you have to be rich to have self-esteem.;Tom Petty;attitude
All we need, really, is a change from a near frigid to a tropical attitude of mind.;Marjory Stoneman Douglas;attitude
Attitude is attitude, whether you're a West Coast gangster or East Coast gangster, you know?;Paul Walker;attitude
Being a part of SKECHERS is exciting. It is such a hip company with a great attitude and image.;Carrie Underwood;attitude
Coaches will eventually notice a great attitude, and they respect that.;Heather O'Reilly;attitude
My attitude is, do as much as I can while I'm free. And if I'm arrested I'll still do as much as I can.;Aung San Suu Kyi;attitude
I'm taking a bit of a wait-and-see attitude towards 3D.;Christopher Nolan;attitude
How do you nurture a positive attitude when all the statistics say you're a dead man? You go to work.;Patrick Swayze;attitude
For a writer only one form of patriotism exists: his attitude toward language.;Joseph Brodsky;attitude
I was bringing my attitude as a regular person 'cause this is my attitude.;Glenn Danzig;attitude
You can't beat the beehive for glam punkette attitude.;Rob Sheffield;attitude
My attitude is always one of sensuality, aggressive enthusiasm and a kind of outrageousness in my expression.;Sally Kirkland;attitude
When a parent shows up with an attitude of entitlement, understand that under it is a boatload of anxiety.;Robert Evans;attitude
What reader wants to be told what attitude to strike?;Ian Mcewan;attitude
Even as a little child, I've always had that comedian kind of attitude.;Etta James;attitude
I love her attitude, but as much as I'd like to bring my medals to a speech or appearance, I never do.;Mary Lou Retton;attitude
The American attitude towards efficiency and execution should always underlie architecture.;Helmut Jahn;attitude
I have a political attitude, but I'm certainly not a politician.;Kgalema Motlanthe;attitude
I think my attitude to human beings has changed since leaving prison.;Jeffrey Archer;attitude
What sculptors do is represent the essence of gesture. What is important in mime is attitude.;Marcel Marceau;attitude
You know what's funny to me? Attitude.;Don Rickles;attitude
The characteristic political attitude of today is not one of positive belief, but of despair.;Herbert Read;attitude
If you can't change your fate, change your attitude.;Charles Revson;attitude
I was always the guy getting kicked out of my classes at school for having an attitude problem.;Chevy Chase;attitude
Style is a reflection of your attitude and your personality.;Shawn Ashmore;attitude
If a person can be said to have the wrong attitude, there is no need to pay attention to his arguments.;John McCarthy;attitude
It's not the style that motivates me, as much as an attitude of openness that I have when I go into a project.;Herbie Hancock;attitude
The place of chess in the society is closely related to the attitude of young people towards our game.;Boris Spassky;attitude
